ARCH-CERT-001: GGUF Tensor/Operation Inventory
Model: F:\~dev\Qwen3.5-40B-Q4_K_M.gguf
GGUF version: 3
Tensor count: 1275
Tensor data offset: 11020224

=== Category Summary ===
Category,Count,ApproxSize
embedding,1,1271398400
attention,360,7801909248
ffn,288,25669140480
norm,96,491520
output,26,2026378240
ssm,432,2300329728
conv,72,2949120

=== Full Inventory ===
Name,Type,Shape,Offset,Size,Category
blk.83.attn_q_norm.weight,F32,256,20843241536,256,attention
blk.83.attn_v.weight,Q6_K,5120x1024,20843242560,5242880,attention
blk.83.ffn_down.weight,Q6_K,17408x5120,20847543360,89128960,ffn
blk.83.ffn_gate.weight,Q4_K,5120x17408,20920656960,89128960,ffn
blk.83.ffn_up.weight,Q4_K,5120x17408,20970792000,89128960,ffn
blk.83.post_attention_norm.weight,F32,5120,21020927040,5120,norm
blk.84.attn_gate.weight,Q4_K,5120x6144,21020947520,31457280,attention
blk.84.attn_norm.weight,F32,5120,21038642240,5120,attention
blk.84.attn_qkv.weight,Q5_K,5120x10240,21038662720,52428800,attention
blk.84.ffn_down.weight,Q6_K,17408x5120,21074707520,89128960,ffn
blk.84.ffn_gate.weight,Q4_K,5120x17408,21147821120,89128960,ffn
blk.84.ffn_up.weight,Q4_K,5120x17408,21197956160,89128960,ffn
blk.84.post_attention_norm.weight,F32,5120,21248091200,5120,norm
blk.84.ssm_a,F32,48,21248111680,48,ssm
blk.84.ssm_alpha.weight,Q4_K,5120x48,21248111872,245760,ssm
blk.84.ssm_beta.weight,Q4_K,5120x48,21248250112,245760,ssm
blk.84.ssm_conv1d.weight,F32,4x10240,21248388352,40960,conv
blk.84.ssm_dt.bias,F32,48,21248552192,48,ssm
blk.84.ssm_norm.weight,F32,128,21248552384,128,ssm
blk.84.ssm_out.weight,Q4_K,6144x5120,21248552896,31457280,ssm
blk.85.attn_gate.weight,Q4_K,5120x6144,21266247616,31457280,attention
blk.85.attn_norm.weight,F32,5120,21283942336,5120,attention
blk.85.attn_qkv.weight,Q5_K,5120x10240,21283962816,52428800,attention
blk.85.ffn_down.weight,Q6_K,17408x5120,21320007616,89128960,ffn
blk.85.ffn_gate.weight,Q4_K,5120x17408,21393121216,89128960,ffn
blk.85.ffn_up.weight,Q4_K,5120x17408,21443256256,89128960,ffn
blk.85.post_attention_norm.weight,F32,5120,21493391296,5120,norm
blk.85.ssm_a,F32,48,21493411776,48,ssm
blk.85.ssm_alpha.weight,Q4_K,5120x48,21493411968,245760,ssm
blk.85.ssm_beta.weight,Q4_K,5120x48,21493550208,245760,ssm
blk.85.ssm_conv1d.weight,F32,4x10240,21493688448,40960,conv
blk.85.ssm_dt.bias,F32,48,21493852288,48,ssm
blk.85.ssm_norm.weight,F32,128,21493852480,128,ssm
blk.85.ssm_out.weight,Q4_K,6144x5120,21493852992,31457280,ssm
blk.86.attn_gate.weight,Q4_K,5120x6144,21511547712,31457280,attention
blk.86.attn_norm.weight,F32,5120,21529242432,5120,attention
blk.86.attn_qkv.weight,Q5_K,5120x10240,21529262912,52428800,attention
blk.86.ffn_down.weight,Q6_K,17408x5120,21565307712,89128960,ffn
blk.86.ffn_gate.weight,Q4_K,5120x17408,21638421312,89128960,ffn
blk.86.ffn_up.weight,Q4_K,5120x17408,21688556352,89128960,ffn
blk.86.post_attention_norm.weight,F32,5120,21738691392,5120,norm
blk.86.ssm_a,F32,48,21738711872,48,ssm
blk.86.ssm_alpha.weight,Q4_K,5120x48,21738712064,245760,ssm
blk.86.ssm_beta.weight,Q4_K,5120x48,21738850304,245760,ssm
blk.86.ssm_conv1d.weight,F32,4x10240,21738988544,40960,conv
blk.86.ssm_dt.bias,F32,48,21739152384,48,ssm
blk.86.ssm_norm.weight,F32,128,21739152576,128,ssm
blk.86.ssm_out.weight,Q4_K,6144x5120,21739153088,31457280,ssm
blk.87.attn_k.weight,Q4_K,5120x1024,21756847808,5242880,attention
blk.87.attn_k_norm.weight,F32,256,21759796928,256,attention
blk.87.attn_norm.weight,F32,5120,21759797952,5120,attention
blk.87.attn_output.weight,Q4_K,6144x5120,21759818432,31457280,output
blk.87.attn_q.weight,Q4_K,5120x12288,21777513152,62914560,attention
blk.87.attn_q_norm.weight,F32,256,21812902592,256,attention
blk.87.attn_v.weight,Q4_K,5120x1024,21812903616,5242880,attention
blk.87.ffn_down.weight,Q6_K,17408x5120,21815852736,89128960,ffn
blk.87.ffn_gate.weight,Q4_K,5120x17408,21888966336,89128960,ffn
blk.87.ffn_up.weight,Q4_K,5120x17408,21939101376,89128960,ffn
blk.87.post_attention_norm.weight,F32,5120,21989236416,5120,norm
blk.88.attn_gate.weight,Q4_K,5120x6144,21989256896,31457280,attention
blk.88.attn_norm.weight,F32,5120,22006951616,5120,attention
blk.88.attn_qkv.weight,Q5_K,5120x10240,22006972096,52428800,attention
blk.88.ffn_down.weight,Q6_K,17408x5120,22043016896,89128960,ffn
blk.88.ffn_gate.weight,Q4_K,5120x17408,22116130496,89128960,ffn
blk.88.ffn_up.weight,Q4_K,5120x17408,22166265536,89128960,ffn
blk.88.post_attention_norm.weight,F32,5120,22216400576,5120,norm
blk.88.ssm_a,F32,48,22216421056,48,ssm
blk.88.ssm_alpha.weight,Q4_K,5120x48,22216421248,245760,ssm
blk.88.ssm_beta.weight,Q4_K,5120x48,22216559488,245760,ssm
blk.88.ssm_conv1d.weight,F32,4x10240,22216697728,40960,conv
blk.88.ssm_dt.bias,F32,48,22216861568,48,ssm
blk.88.ssm_norm.weight,F32,128,22216861760,128,ssm
blk.88.ssm_out.weight,Q4_K,6144x5120,22216862272,31457280,ssm
blk.89.attn_gate.weight,Q4_K,5120x6144,22234556992,31457280,attention
blk.89.attn_norm.weight,F32,5120,22252251712,5120,attention
blk.89.attn_qkv.weight,Q5_K,5120x10240,22252272192,52428800,attention
blk.89.ffn_down.weight,Q6_K,17408x5120,22288316992,89128960,ffn
blk.89.ffn_gate.weight,Q4_K,5120x17408,22361430592,89128960,ffn
blk.89.ffn_up.weight,Q4_K,5120x17408,22411565632,89128960,ffn
blk.89.post_attention_norm.weight,F32,5120,22461700672,5120,norm
blk.89.ssm_a,F32,48,22461721152,48,ssm
blk.89.ssm_alpha.weight,Q4_K,5120x48,22461721344,245760,ssm
blk.89.ssm_beta.weight,Q4_K,5120x48,22461859584,245760,ssm
blk.89.ssm_conv1d.weight,F32,4x10240,22461997824,40960,conv
blk.89.ssm_dt.bias,F32,48,22462161664,48,ssm
blk.89.ssm_norm.weight,F32,128,22462161856,128,ssm
blk.89.ssm_out.weight,Q4_K,6144x5120,22462162368,31457280,ssm
blk.90.attn_gate.weight,Q4_K,5120x6144,22479857088,31457280,attention
blk.90.attn_norm.weight,F32,5120,22497551808,5120,attention
blk.90.attn_qkv.weight,Q5_K,5120x10240,22497572288,52428800,attention
blk.90.ffn_down.weight,Q6_K,17408x5120,22533617088,89128960,ffn
blk.90.ffn_gate.weight,Q4_K,5120x17408,22606730688,89128960,ffn
blk.90.ffn_up.weight,Q4_K,5120x17408,22656865728,89128960,ffn
blk.90.post_attention_norm.weight,F32,5120,22707000768,5120,norm
blk.90.ssm_a,F32,48,22707021248,48,ssm
blk.90.ssm_alpha.weight,Q4_K,5120x48,22707021440,245760,ssm
blk.90.ssm_beta.weight,Q4_K,5120x48,22707159680,245760,ssm
blk.90.ssm_conv1d.weight,F32,4x10240,22707297920,40960,conv
blk.90.ssm_dt.bias,F32,48,22707461760,48,ssm
blk.90.ssm_norm.weight,F32,128,22707461952,128,ssm
blk.90.ssm_out.weight,Q4_K,6144x5120,22707462464,31457280,ssm
blk.91.attn_k.weight,Q4_K,5120x1024,22725157184,5242880,attention
blk.91.attn_k_norm.weight,F32,256,22728106304,256,attention
blk.91.attn_norm.weight,F32,5120,22728107328,5120,attention
blk.91.attn_output.weight,Q4_K,6144x5120,22728127808,31457280,output
blk.91.attn_q.weight,Q4_K,5120x12288,22745822528,62914560,attention
blk.91.attn_q_norm.weight,F32,256,22781211968,256,attention
blk.91.attn_v.weight,Q4_K,5120x1024,22781212992,5242880,attention
blk.91.ffn_down.weight,Q6_K,17408x5120,22784162112,89128960,ffn
blk.91.ffn_gate.weight,Q4_K,5120x17408,22857275712,89128960,ffn
blk.91.ffn_up.weight,Q4_K,5120x17408,22907410752,89128960,ffn
blk.91.post_attention_norm.weight,F32,5120,22957545792,5120,norm
blk.92.attn_gate.weight,Q4_K,5120x6144,22957566272,31457280,attention
blk.92.attn_norm.weight,F32,5120,22975260992,5120,attention
blk.92.attn_qkv.weight,Q5_K,5120x10240,22975281472,52428800,attention
blk.92.ffn_down.weight,Q6_K,17408x5120,23011326272,89128960,ffn
blk.92.ffn_gate.weight,Q4_K,5120x17408,23084439872,89128960,ffn
blk.92.ffn_up.weight,Q4_K,5120x17408,23134574912,89128960,ffn
blk.92.post_attention_norm.weight,F32,5120,23184709952,5120,norm
blk.92.ssm_a,F32,48,23184730432,48,ssm
blk.92.ssm_alpha.weight,Q4_K,5120x48,23184730624,245760,ssm
blk.92.ssm_beta.weight,Q4_K,5120x48,23184868864,245760,ssm
blk.92.ssm_conv1d.weight,F32,4x10240,23185007104,40960,conv
blk.92.ssm_dt.bias,F32,48,23185170944,48,ssm
blk.92.ssm_norm.weight,F32,128,23185171136,128,ssm
blk.92.ssm_out.weight,Q4_K,6144x5120,23185171648,31457280,ssm
blk.93.attn_gate.weight,Q4_K,5120x6144,23202866368,31457280,attention
blk.93.attn_norm.weight,F32,5120,23220561088,5120,attention
blk.93.attn_qkv.weight,Q5_K,5120x10240,23220581568,52428800,attention
blk.93.ffn_down.weight,Q6_K,17408x5120,23256626368,89128960,ffn
blk.93.ffn_gate.weight,Q4_K,5120x17408,23329739968,89128960,ffn
blk.93.ffn_up.weight,Q4_K,5120x17408,23379875008,89128960,ffn
blk.93.post_attention_norm.weight,F32,5120,23430010048,5120,norm
blk.93.ssm_a,F32,48,23430030528,48,ssm
blk.93.ssm_alpha.weight,Q4_K,5120x48,23430030720,245760,ssm
blk.93.ssm_beta.weight,Q4_K,5120x48,23430168960,245760,ssm
blk.93.ssm_conv1d.weight,F32,4x10240,23430307200,40960,conv
blk.93.ssm_dt.bias,F32,48,23430471040,48,ssm
blk.93.ssm_norm.weight,F32,128,23430471232,128,ssm
blk.93.ssm_out.weight,Q4_K,6144x5120,23430471744,31457280,ssm
blk.94.attn_gate.weight,Q4_K,5120x6144,23448166464,31457280,attention
blk.94.attn_norm.weight,F32,5120,23465861184,5120,attention
blk.94.attn_qkv.weight,Q5_K,5120x10240,23465881664,52428800,attention
blk.94.ffn_down.weight,Q6_K,17408x5120,23501926464,89128960,ffn
blk.94.ffn_gate.weight,Q4_K,5120x17408,23575040064,89128960,ffn
blk.94.ffn_up.weight,Q4_K,5120x17408,23625175104,89128960,ffn
blk.94.post_attention_norm.weight,F32,5120,23675310144,5120,norm
blk.94.ssm_a,F32,48,23675330624,48,ssm
blk.94.ssm_alpha.weight,Q4_K,5120x48,23675330816,245760,ssm
blk.94.ssm_beta.weight,Q4_K,5120x48,23675469056,245760,ssm
blk.94.ssm_conv1d.weight,F32,4x10240,23675607296,40960,conv
blk.94.ssm_dt.bias,F32,48,23675771136,48,ssm
blk.94.ssm_norm.weight,F32,128,23675771328,128,ssm
blk.94.ssm_out.weight,Q4_K,6144x5120,23675771840,31457280,ssm
blk.95.attn_k.weight,Q4_K,5120x1024,23693466560,5242880,attention
blk.95.attn_k_norm.weight,F32,256,23696415680,256,attention
blk.95.attn_norm.weight,F32,5120,23696416704,5120,attention
blk.95.attn_output.weight,Q4_K,6144x5120,23696437184,31457280,output
blk.95.attn_q.weight,Q4_K,5120x12288,23714131904,62914560,attention
blk.95.attn_q_norm.weight,F32,256,23749521344,256,attention
blk.95.attn_v.weight,Q6_K,5120x1024,23749522368,5242880,attention
blk.95.ffn_down.weight,Q6_K,17408x5120,23753823168,89128960,ffn
blk.95.ffn_gate.weight,Q4_K,5120x17408,23826936768,89128960,ffn
blk.95.ffn_up.weight,Q4_K,5120x17408,23877071808,89128960,ffn
blk.95.post_attention_norm.weight,F32,5120,23927206848,5120,norm
